Locus.Tag	Source	Cluster.Information	Gene.Information	New_locus_tag
FAEPRAA2165_00967	COG_number	COG0469	Pyruvate kinase	FAEPRAA2165_RS03990
FAEPRAA2165_01785	COG_number	COG0471	Di- and tricarboxylate transporter	FAEPRAA2165_RS07445
FAEPRAA2165_00627	COG_number	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	FAEPRAA2165_RS02545
FAEPRAA2165_01293	COG_number	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	FAEPRAA2165_RS05380
FAEPRAA2165_01127	COG_number	COG0473	Isocitrate/isopropylmalate dehydrogenase	FAEPRAA2165_RS04675
FAEPRAA2165_01973	COG_number	COG0475	Kef-type K+ transport system, membrane component KefB	FAEPRAA2165_RS08240
FAEPRAA2165_02783	COG_number	COG0475	Kef-type K+ transport system, membrane component KefB	FAEPRAA2165_RS11585
FAEPRAA2165_03261	COG_number	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	FAEPRAA2165_RS13615
FAEPRAA2165_00363	COG_number	COG0480	Translation elongation factor EF-G, a GTPase	FAEPRAA2165_RS01465
FAEPRAA2165_00788	COG_number	COG0480	Translation elongation factor EF-G, a GTPase	FAEPRAA2165_RS03250
FAEPRAA2165_01385	COG_number	COG0480	Translation elongation factor EF-G, a GTPase	FAEPRAA2165_RS05785
FAEPRAA2165_00611	COG_number	COG0481	Translation elongation factor EF-4, membrane-bound GTPase	FAEPRAA2165_RS02475
FAEPRAA2165_00380	COG_number	COG0482	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain	FAEPRAA2165_RS01535
FAEPRAA2165_02604	COG_number	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	FAEPRAA2165_RS10805
FAEPRAA2165_00265	COG_number	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	FAEPRAA2165_RS01080
FAEPRAA2165_01663	COG_number	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	FAEPRAA2165_RS06920
FAEPRAA2165_02182	COG_number	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	FAEPRAA2165_RS09095
FAEPRAA2165_00142	COG_number	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	FAEPRAA2165_RS00615
FAEPRAA2165_01962	COG_number	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	FAEPRAA2165_RS08190
FAEPRAA2165_02236	COG_number	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	FAEPRAA2165_RS09305
FAEPRAA2165_03245	COG_number	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	FAEPRAA2165_RS13555
FAEPRAA2165_02756	COG_number	COG0492	Thioredoxin reductase	FAEPRAA2165_RS11475
FAEPRAA2165_00732	COG_number	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	FAEPRAA2165_RS03000
FAEPRAA2165_02189	COG_number	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	FAEPRAA2165_RS09120
FAEPRAA2165_02500	COG_number	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	FAEPRAA2165_RS10365
FAEPRAA2165_01679	COG_number	COG0495	Leucyl-tRNA synthetase	FAEPRAA2165_RS07005
FAEPRAA2165_02308	COG_number	COG0497	DNA repair ATPase RecN	FAEPRAA2165_RS09595
FAEPRAA2165_02385	COG_number	COG0498	Threonine synthase	FAEPRAA2165_RS09895
FAEPRAA2165_01942	COG_number	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	FAEPRAA2165_RS08110
FAEPRAA2165_03194	COG_number	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	FAEPRAA2165_RS13360
FAEPRAA2165_01971	COG_number	COG0504	CTP synthase (UTP-ammonia lyase)	FAEPRAA2165_RS08230
FAEPRAA2165_00328	COG_number	COG0505	Carbamoylphosphate synthase small subunit	FAEPRAA2165_RS01325
FAEPRAA2165_03369	COG_number	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	FAEPRAA2165_RS14040
FAEPRAA2165_00325	COG_number	COG0513	Superfamily II DNA and RNA helicase	FAEPRAA2165_RS01310
FAEPRAA2165_02630	COG_number	COG0513	Superfamily II DNA and RNA helicase	FAEPRAA2165_RS10920
FAEPRAA2165_01552	COG_number	COG0515	Serine/threonine protein kinase	FAEPRAA2165_RS06455
FAEPRAA2165_01634	COG_number	COG0516	IMP dehydrogenase/GMP reductase	FAEPRAA2165_RS06800
FAEPRAA2165_02154	COG_number	COG0517	CBS domain	FAEPRAA2165_RS09000
FAEPRAA2165_00785	COG_number	COG0519	GMP synthase, PP-ATPase domain/subunit	FAEPRAA2165_RS03235
FAEPRAA2165_01261	COG_number	COG0521	Molybdopterin biosynthesis enzyme MoaB	FAEPRAA2165_RS05250
FAEPRAA2165_02819	COG_number	COG0522	Ribosomal protein S4 or related protein	FAEPRAA2165_RS11745
FAEPRAA2165_01108	COG_number	COG0523	GTPase, G3E family	FAEPRAA2165_RS04595
FAEPRAA2165_01089	COG_number	COG0524	Sugar or nucleoside kinase, ribokinase family	FAEPRAA2165_RS04510
FAEPRAA2165_01944	COG_number	COG0524	Sugar or nucleoside kinase, ribokinase family	FAEPRAA2165_RS08120
FAEPRAA2165_02768	COG_number	COG0524	Sugar or nucleoside kinase, ribokinase family	FAEPRAA2165_RS11530
FAEPRAA2165_03443	COG_number	COG0524	Sugar or nucleoside kinase, ribokinase family	FAEPRAA2165_RS14375
FAEPRAA2165_03499	COG_number	COG0525	Valyl-tRNA synthetase	FAEPRAA2165_RS14635
FAEPRAA2165_02142	COG_number	COG0527	Aspartokinase	FAEPRAA2165_RS08960
FAEPRAA2165_02172	COG_number	COG0528	Uridylate kinase	FAEPRAA2165_RS09055
FAEPRAA2165_01854	COG_number	COG0530	Ca2+/Na+ antiporter	FAEPRAA2165_RS07710
FAEPRAA2165_01837	COG_number	COG0532	Translation initiation factor IF-2, a GTPase	FAEPRAA2165_RS07635
FAEPRAA2165_01006	COG_number	COG0533	tRNA A37 threonylcarbamoyltransferase TsaD	FAEPRAA2165_RS04160
FAEPRAA2165_02054	COG_number	COG0533	tRNA A37 threonylcarbamoyltransferase TsaD	FAEPRAA2165_RS08605
FAEPRAA2165_00027	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS00120
FAEPRAA2165_00161	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS00685
FAEPRAA2165_00293	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS01195
FAEPRAA2165_00303	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS01240
FAEPRAA2165_00313	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS01275
FAEPRAA2165_00341	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS01380
FAEPRAA2165_00479	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS01915
FAEPRAA2165_00655	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS02670
FAEPRAA2165_00746	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS03060
FAEPRAA2165_01074	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS04445
FAEPRAA2165_01105	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS04580
FAEPRAA2165_01235	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS05135
FAEPRAA2165_01292	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS05375
FAEPRAA2165_01294	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS05385
FAEPRAA2165_01311	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS05460
FAEPRAA2165_01736	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS07250
FAEPRAA2165_01945	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS08125
FAEPRAA2165_02454	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS10190
FAEPRAA2165_02859	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS11925
FAEPRAA2165_02893	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS12060
FAEPRAA2165_03099	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS12950
FAEPRAA2165_03370	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS14045
FAEPRAA2165_03522	COG_number	COG0534	Na+-driven multidrug efflux pump	FAEPRAA2165_RS14730
FAEPRAA2165_01573	COG_number	COG0535	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	FAEPRAA2165_RS06540
FAEPRAA2165_02203	COG_number	COG0536	GTPase involved in cell partioning and DNA repair	FAEPRAA2165_RS09175
FAEPRAA2165_01941	COG_number	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	FAEPRAA2165_RS08105
FAEPRAA2165_00670	COG_number	COG0538	Isocitrate dehydrogenase	FAEPRAA2165_RS02725
FAEPRAA2165_02855	COG_number	COG0541	Signal recognition particle GTPase	FAEPRAA2165_RS11910
FAEPRAA2165_02136	COG_number	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	FAEPRAA2165_RS08940
FAEPRAA2165_02784	COG_number	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	FAEPRAA2165_RS11590
FAEPRAA2165_03475	COG_number	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	FAEPRAA2165_RS14530
FAEPRAA2165_00331	COG_number	COG0543	NAD(P)H-flavin reductase	FAEPRAA2165_RS01340
FAEPRAA2165_00731	COG_number	COG0543	NAD(P)H-flavin reductase	FAEPRAA2165_RS02995
FAEPRAA2165_00211	COG_number	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	FAEPRAA2165_RS00880
FAEPRAA2165_02381	COG_number	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	FAEPRAA2165_RS09885
FAEPRAA2165_00278	COG_number	COG0546	Phosphoglycolate phosphatase, HAD superfamily	FAEPRAA2165_RS01130
FAEPRAA2165_01656	COG_number	COG0546	Phosphoglycolate phosphatase, HAD superfamily	FAEPRAA2165_RS06900
FAEPRAA2165_00166	COG_number	COG0548	Acetylglutamate kinase	FAEPRAA2165_RS00705
FAEPRAA2165_00063	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS00255
FAEPRAA2165_00570	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS02295
FAEPRAA2165_00871	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS03595
FAEPRAA2165_02110	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS08840
FAEPRAA2165_02713	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS11285
FAEPRAA2165_02957	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS12370
FAEPRAA2165_03148	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS13160
FAEPRAA2165_03153	COG_number	COG0550	DNA topoisomerase IA	FAEPRAA2165_RS13185
FAEPRAA2165_01672	COG_number	COG0552	Signal recognition particle GTPase	FAEPRAA2165_RS06970
FAEPRAA2165_00689	COG_number	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	FAEPRAA2165_RS02810
FAEPRAA2165_00925	COG_number	COG0556	Excinuclease UvrABC helicase subunit UvrB	FAEPRAA2165_RS03835
FAEPRAA2165_01510	COG_number	COG0557	Exoribonuclease R	FAEPRAA2165_RS06275
FAEPRAA2165_02808	COG_number	COG0558	Phosphatidylglycerophosphate synthase	FAEPRAA2165_RS11690
FAEPRAA2165_01071	COG_number	COG0559	Branched-chain amino acid ABC-type transport system, permease component	FAEPRAA2165_RS04435
FAEPRAA2165_00646	COG_number	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	FAEPRAA2165_RS02625
FAEPRAA2165_01124	COG_number	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	FAEPRAA2165_RS04665
FAEPRAA2165_01237	COG_number	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	FAEPRAA2165_RS05145
FAEPRAA2165_02397	COG_number	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	FAEPRAA2165_RS09955
FAEPRAA2165_01246	COG_number	COG0562	UDP-galactopyranose mutase	NA
FAEPRAA2165_02826	COG_number	COG0563	Adenylate kinase or related kinase	FAEPRAA2165_RS11775
FAEPRAA2165_00246	COG_number	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	FAEPRAA2165_RS01000
FAEPRAA2165_00928	COG_number	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	FAEPRAA2165_RS03845
FAEPRAA2165_00959	COG_number	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	FAEPRAA2165_RS03960
FAEPRAA2165_01937	COG_number	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	FAEPRAA2165_RS08090
FAEPRAA2165_02398	COG_number	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	FAEPRAA2165_RS09960
FAEPRAA2165_02478	COG_number	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	FAEPRAA2165_RS10285
FAEPRAA2165_03018	COG_number	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	FAEPRAA2165_RS12620
FAEPRAA2165_03155	COG_number	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	FAEPRAA2165_RS13195
FAEPRAA2165_00677	COG_number	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	FAEPRAA2165_RS02755
FAEPRAA2165_00795	COG_number	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	FAEPRAA2165_RS03275
FAEPRAA2165_00281	COG_number	COG0569	Trk K+ transport system, NAD-binding component	FAEPRAA2165_RS01145
FAEPRAA2165_00945	COG_number	COG0569	Trk K+ transport system, NAD-binding component	FAEPRAA2165_RS03910
FAEPRAA2165_03217	COG_number	COG0569	Trk K+ transport system, NAD-binding component	FAEPRAA2165_RS13435
FAEPRAA2165_03150	COG_number	COG0571	dsRNA-specific ribonuclease	FAEPRAA2165_RS13170
FAEPRAA2165_01964	COG_number	COG0572	Uridine kinase	FAEPRAA2165_RS08200
FAEPRAA2165_02508	COG_number	COG0572	Uridine kinase	FAEPRAA2165_RS10405
FAEPRAA2165_00100	COG_number	COG0573	ABC-type phosphate transport system, permease component	FAEPRAA2165_RS00430
FAEPRAA2165_00660	COG_number	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	FAEPRAA2165_RS02695
FAEPRAA2165_02169	COG_number	COG0575	CDP-diglyceride synthetase	FAEPRAA2165_RS09040
FAEPRAA2165_02606	COG_number	COG0576	Molecular chaperone GrpE (heat shock protein)	FAEPRAA2165_RS10815
FAEPRAA2165_01067	COG_number	COG0577	ABC-type antimicrobial peptide transport system, permease component	FAEPRAA2165_RS04415
FAEPRAA2165_02919	COG_number	COG0577	ABC-type antimicrobial peptide transport system, permease component	FAEPRAA2165_RS12195
FAEPRAA2165_00099	COG_number	COG0581	ABC-type phosphate transport system, permease component	FAEPRAA2165_RS00425
FAEPRAA2165_00186	COG_number	COG0583	DNA-binding transcriptional regulator, LysR family	FAEPRAA2165_RS00785
FAEPRAA2165_00305	COG_number	COG0583	DNA-binding transcriptional regulator, LysR family	FAEPRAA2165_RS01250
FAEPRAA2165_02626	COG_number	COG0583	DNA-binding transcriptional regulator, LysR family	FAEPRAA2165_RS10900
FAEPRAA2165_02804	COG_number	COG0583	DNA-binding transcriptional regulator, LysR family	FAEPRAA2165_RS11670
FAEPRAA2165_03039	COG_number	COG0583	DNA-binding transcriptional regulator, LysR family	FAEPRAA2165_RS12705
FAEPRAA2165_03232	COG_number	COG0583	DNA-binding transcriptional regulator, LysR family	FAEPRAA2165_RS13495
FAEPRAA2165_01276	COG_number	COG0584	Glycerophosphoryl diester phosphodiesterase	FAEPRAA2165_RS05310
FAEPRAA2165_02359	COG_number	COG0587	DNA polymerase III, alpha subunit	FAEPRAA2165_RS09795
FAEPRAA2165_00680	COG_number	COG0590	tRNA(Arg) A34 adenosine deaminase TadA	FAEPRAA2165_RS02765
FAEPRAA2165_02752	COG_number	COG0591	Na+/proline symporter	FAEPRAA2165_RS11455
FAEPRAA2165_00257	COG_number	COG0593	Chromosomal replication initiation ATPase DnaA	FAEPRAA2165_RS01045
FAEPRAA2165_00259	COG_number	COG0594	RNase P protein component	FAEPRAA2165_RS01055
FAEPRAA2165_01249	COG_number	COG0595	mRNA degradation ribonuclease J1/J2	FAEPRAA2165_RS05200
FAEPRAA2165_02087	COG_number	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	FAEPRAA2165_RS08740
FAEPRAA2165_02246	COG_number	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	FAEPRAA2165_RS09350
FAEPRAA2165_03244	COG_number	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	FAEPRAA2165_RS13550
FAEPRAA2165_00357	COG_number	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	FAEPRAA2165_RS01440
FAEPRAA2165_01173	COG_number	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	FAEPRAA2165_RS04870
FAEPRAA2165_01210	COG_number	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	FAEPRAA2165_RS05030
FAEPRAA2165_01378	COG_number	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	FAEPRAA2165_RS05755
FAEPRAA2165_03229	COG_number	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	FAEPRAA2165_RS13485
FAEPRAA2165_02776	COG_number	COG0602	Organic radical activating enzyme	FAEPRAA2165_RS11565
FAEPRAA2165_01949	COG_number	COG0606	Predicted ATPase with chaperone activity	FAEPRAA2165_RS08140
FAEPRAA2165_02512	COG_number	COG0607	Rhodanese-related sulfurtransferase	FAEPRAA2165_RS10425
FAEPRAA2165_01959	COG_number	COG0608	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation	FAEPRAA2165_RS08175
FAEPRAA2165_01462	COG_number	COG0609	ABC-type Fe3+-siderophore transport system, permease component	FAEPRAA2165_RS06100
FAEPRAA2165_02910	COG_number	COG0609	ABC-type Fe3+-siderophore transport system, permease component	FAEPRAA2165_RS12150
FAEPRAA2165_03110	COG_number	COG0609	ABC-type Fe3+-siderophore transport system, permease component	FAEPRAA2165_RS12990
FAEPRAA2165_02702	COG_number	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	FAEPRAA2165_RS11225
FAEPRAA2165_02207	COG_number	COG0612	Predicted Zn-dependent peptidase	FAEPRAA2165_RS09195
FAEPRAA2165_02208	COG_number	COG0612	Predicted Zn-dependent peptidase	FAEPRAA2165_RS09200
FAEPRAA2165_02138	COG_number	COG0613	Predicted metal-dependent phosphoesterase TrpH, contains PHP domain	FAEPRAA2165_RS08950
FAEPRAA2165_01461	COG_number	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	FAEPRAA2165_RS06095
FAEPRAA2165_02911	COG_number	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	FAEPRAA2165_RS12155
FAEPRAA2165_03107	COG_number	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	FAEPRAA2165_RS12980
FAEPRAA2165_00381	COG_number	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	FAEPRAA2165_RS01540
FAEPRAA2165_01839	COG_number	COG0618	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	FAEPRAA2165_RS07645
FAEPRAA2165_01277	COG_number	COG0619	Energy-coupling factor transporter transmembrane protein EcfT	FAEPRAA2165_RS05315
FAEPRAA2165_02788	COG_number	COG0619	Energy-coupling factor transporter transmembrane protein EcfT	FAEPRAA2165_RS11610
FAEPRAA2165_02949	COG_number	COG0619	Energy-coupling factor transporter transmembrane protein EcfT	FAEPRAA2165_RS12330
FAEPRAA2165_01708	COG_number	COG0621	tRNA A37 methylthiotransferase MiaB	FAEPRAA2165_RS07125
FAEPRAA2165_02410	COG_number	COG0621	tRNA A37 methylthiotransferase MiaB	FAEPRAA2165_RS10015
FAEPRAA2165_02809	COG_number	COG0621	tRNA A37 methylthiotransferase MiaB	FAEPRAA2165_RS11695
FAEPRAA2165_00229	COG_number	COG0622	Predicted phosphodiesterase	FAEPRAA2165_RS00945
FAEPRAA2165_01233	COG_number	COG0622	Predicted phosphodiesterase	FAEPRAA2165_RS05130
FAEPRAA2165_00044	COG_number	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	FAEPRAA2165_RS00180
FAEPRAA2165_00338	COG_number	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	FAEPRAA2165_RS01365
FAEPRAA2165_00542	COG_number	COG0628	Predicted PurR-regulated permease PerM	FAEPRAA2165_RS02160
FAEPRAA2165_01574	COG_number	COG0628	Predicted PurR-regulated permease PerM	FAEPRAA2165_RS06545
FAEPRAA2165_01621	COG_number	COG0628	Predicted PurR-regulated permease PerM	FAEPRAA2165_RS06745
FAEPRAA2165_01876	COG_number	COG0629	Single-stranded DNA-binding protein	FAEPRAA2165_RS07805
FAEPRAA2165_01975	COG_number	COG0629	Single-stranded DNA-binding protein	FAEPRAA2165_RS08250
FAEPRAA2165_01551	COG_number	COG0631	Serine/threonine protein phosphatase PrpC	FAEPRAA2165_RS06450
FAEPRAA2165_02793	COG_number	COG0632	Holliday junction resolvasome RuvABC DNA-binding subunit	FAEPRAA2165_RS11635
FAEPRAA2165_01241	COG_number	COG0634	Hypoxanthine-guanine phosphoribosyltransferase	FAEPRAA2165_RS05165
FAEPRAA2165_00354	COG_number	COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	FAEPRAA2165_RS01430
FAEPRAA2165_01963	COG_number	COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	FAEPRAA2165_RS08195
FAEPRAA2165_00710	COG_number	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	FAEPRAA2165_RS02895
FAEPRAA2165_00113	COG_number	COG0637	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	FAEPRAA2165_RS00485
FAEPRAA2165_00184	COG_number	COG0637	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	FAEPRAA2165_RS00775
FAEPRAA2165_00122	COG_number	COG0640	DNA-binding transcriptional regulator, ArsR family	FAEPRAA2165_RS00525
FAEPRAA2165_03257	COG_number	COG0640	DNA-binding transcriptional regulator, ArsR family	FAEPRAA2165_RS13595
FAEPRAA2165_01520	COG_number	COG0641	Sulfatase maturation enzyme AslB, radical SAM superfamily	FAEPRAA2165_RS06315
FAEPRAA2165_03264	COG_number	COG0641	Sulfatase maturation enzyme AslB, radical SAM superfamily	FAEPRAA2165_RS13630
FAEPRAA2165_00088	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS00370
FAEPRAA2165_00546	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS02180
FAEPRAA2165_00897	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS03715
FAEPRAA2165_00907	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS03760
FAEPRAA2165_01029	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS04255
FAEPRAA2165_01560	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS06495
FAEPRAA2165_01775	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS07405
FAEPRAA2165_02005	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS08390
FAEPRAA2165_02036	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS08525
FAEPRAA2165_02123	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS08890
FAEPRAA2165_02269	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS09445
FAEPRAA2165_02368	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS09830
FAEPRAA2165_02573	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS10675
FAEPRAA2165_02637	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS10955
FAEPRAA2165_02814	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS11720
FAEPRAA2165_03163	COG_number	COG0642	Signal transduction histidine kinase	FAEPRAA2165_RS13230
FAEPRAA2165_03498	COG_number	COG0646	Methionine synthase I (cobalamin-dependent), methyltransferase domain	FAEPRAA2165_RS14630
FAEPRAA2165_02616	COG_number	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	FAEPRAA2165_RS10860
FAEPRAA2165_03168	COG_number	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	FAEPRAA2165_RS13255
FAEPRAA2165_00634	COG_number	COG0655	Multimeric flavodoxin WrbA	NA
FAEPRAA2165_00933	COG_number	COG0657	Acetyl esterase/lipase	FAEPRAA2165_RS03870
FAEPRAA2165_01783	COG_number	COG0657	Acetyl esterase/lipase	FAEPRAA2165_RS07440
FAEPRAA2165_02504	COG_number	COG0657	Acetyl esterase/lipase	NA
FAEPRAA2165_01943	COG_number	COG0658	Predicted membrane metal-binding protein	FAEPRAA2165_RS08115
FAEPRAA2165_00231	COG_number	COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	FAEPRAA2165_RS00955
FAEPRAA2165_00360	COG_number	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	NA
FAEPRAA2165_01197	COG_number	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	FAEPRAA2165_RS04970
FAEPRAA2165_02219	COG_number	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	FAEPRAA2165_RS09235
FAEPRAA2165_00004	COG_number	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	FAEPRAA2165_RS00020
FAEPRAA2165_01299	COG_number	COG0668	Small-conductance mechanosensitive channel	FAEPRAA2165_RS05405
FAEPRAA2165_01577	COG_number	COG0669	Phosphopantetheine adenylyltransferase	FAEPRAA2165_RS06555
FAEPRAA2165_00353	COG_number	COG0670	Integral membrane protein, interacts with FtsH	FAEPRAA2165_RS01425
FAEPRAA2165_01206	COG_number	COG0673	Predicted dehydrogenase	FAEPRAA2165_RS05015
FAEPRAA2165_02327	COG_number	COG0673	Predicted dehydrogenase	FAEPRAA2165_RS09680
FAEPRAA2165_02328	COG_number	COG0673	Predicted dehydrogenase	FAEPRAA2165_RS09685
FAEPRAA2165_00243	COG_number	COG0674	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	FAEPRAA2165_RS00990
FAEPRAA2165_01028	COG_number	COG0679	Predicted permease	FAEPRAA2165_RS04250
FAEPRAA2165_01167	COG_number	COG0679	Predicted permease	FAEPRAA2165_RS04840
