Locus.Tag	Source	Cluster.Information	Gene.Information	New_locus_tag
ROSINTL182_08562	COG_category	[G] Carbohydrate transport and metabolism		NA
ROSINTL182_08563	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS15840
ROSINTL182_08568	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS15865
ROSINTL182_08569	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS15870
ROSINTL182_08570	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS15875
ROSINTL182_08576	COG_category	[R] General function prediction only		ROSINTL182_RS15900
ROSINTL182_08578	COG_category	[R] General function prediction only		ROSINTL182_RS15910
ROSINTL182_08580	COG_category	[M] Cell wall/membrane/envelope biogenesis		NA
ROSINTL182_08582	COG_category	[K] Transcription		ROSINTL182_RS15925
ROSINTL182_08583	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS15930
ROSINTL182_08584	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS15935
ROSINTL182_08585	COG_category	[R] General function prediction only		ROSINTL182_RS15940
ROSINTL182_08587	COG_category	[K] Transcription		ROSINTL182_RS15950
ROSINTL182_08588	COG_category	[R] General function prediction only		ROSINTL182_RS15955
ROSINTL182_08589	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS15960
ROSINTL182_08590	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS15965
ROSINTL182_08607	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16050
ROSINTL182_08608	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16055
ROSINTL182_08609	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS16060
ROSINTL182_08612	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16070
ROSINTL182_08613	COG_category	[K] Transcription		ROSINTL182_RS16075
ROSINTL182_08614	COG_category	[V] Defense mechanisms		ROSINTL182_RS16080
ROSINTL182_08615	COG_category	[X] Mobilome: prophages, transposons		ROSINTL182_RS16085
ROSINTL182_08617	COG_category	[C] Energy production and conversion		ROSINTL182_RS16095
ROSINTL182_08621	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS16115
ROSINTL182_08621	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS16115
ROSINTL182_08623	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16120
ROSINTL182_08624	COG_category	[S] Function unknown		ROSINTL182_RS16125
ROSINTL182_08625	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS16130
ROSINTL182_08627	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16135
ROSINTL182_08627	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS16135
ROSINTL182_08628	COG_category	[C] Energy production and conversion		ROSINTL182_RS16140
ROSINTL182_08632	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16160
ROSINTL182_08635	COG_category	[N] Cell motility		ROSINTL182_RS16175
ROSINTL182_08639	COG_category	[R] General function prediction only		ROSINTL182_RS16195
ROSINTL182_08640	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS16200
ROSINTL182_08641	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16205
ROSINTL182_08642	COG_category	[S] Function unknown		ROSINTL182_RS16210
ROSINTL182_08643	COG_category	[R] General function prediction only		ROSINTL182_RS16215
ROSINTL182_08648	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16235
ROSINTL182_08651	COG_category	[V] Defense mechanisms		ROSINTL182_RS16245
ROSINTL182_08652	COG_category	[C] Energy production and conversion		ROSINTL182_RS16250
ROSINTL182_08658	COG_category	[M] Cell wall/membrane/envelope biogenesis		ROSINTL182_RS16275
ROSINTL182_08659	COG_category	[R] General function prediction only		ROSINTL182_RS16280
ROSINTL182_08660	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16285
ROSINTL182_08661	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16290
ROSINTL182_08662	COG_category	[R] General function prediction only		ROSINTL182_RS16295
ROSINTL182_08663	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS16300
ROSINTL182_08667	COG_category	[N] Cell motility		ROSINTL182_RS16315
ROSINTL182_08667	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS16315
ROSINTL182_08669	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS16325
ROSINTL182_08672	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS16335
ROSINTL182_08674	COG_category	[S] Function unknown		NA
ROSINTL182_08679	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16365
ROSINTL182_08680	COG_category	[H] Coenzyme transport and metabolism		ROSINTL182_RS16370
ROSINTL182_08680	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16370
ROSINTL182_08681	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS16380
ROSINTL182_08682	COG_category	[V] Defense mechanisms		ROSINTL182_RS16385
ROSINTL182_08683	COG_category	[K] Transcription		ROSINTL182_RS16390
ROSINTL182_08684	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16395
ROSINTL182_08685	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16400
ROSINTL182_08687	COG_category	[K] Transcription		ROSINTL182_RS16405
ROSINTL182_08688	COG_category	[S] Function unknown		ROSINTL182_RS16410
ROSINTL182_08689	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16415
ROSINTL182_08690	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16420
ROSINTL182_08691	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16425
ROSINTL182_08694	COG_category	[H] Coenzyme transport and metabolism		ROSINTL182_RS16440
ROSINTL182_08702	COG_category	[K] Transcription		ROSINTL182_RS16470
ROSINTL182_08703	COG_category	[R] General function prediction only		ROSINTL182_RS16475
ROSINTL182_08704	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16480
ROSINTL182_08705	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16485
ROSINTL182_08707	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16490
ROSINTL182_08709	COG_category	[K] Transcription		ROSINTL182_RS16500
ROSINTL182_08711	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16510
ROSINTL182_08712	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16515
ROSINTL182_08713	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16520
ROSINTL182_08715	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16530
ROSINTL182_08717	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16535
ROSINTL182_08718	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16540
ROSINTL182_08719	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16545
ROSINTL182_08720	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16550
ROSINTL182_08723	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16565
ROSINTL182_08725	COG_category	[G] Carbohydrate transport and metabolism		NA
ROSINTL182_08727	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16580
ROSINTL182_08732	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS16595
ROSINTL182_08733	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS21360
ROSINTL182_08734	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS16605
ROSINTL182_08734	COG_category	[K] Transcription		ROSINTL182_RS16605
ROSINTL182_08736	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS16610
ROSINTL182_08740	COG_category	[I] Lipid transport and metabolism		NA
ROSINTL182_08741	COG_category	[R] General function prediction only		ROSINTL182_RS16630
ROSINTL182_08742	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS16635
ROSINTL182_08744	COG_category	[C] Energy production and conversion		ROSINTL182_RS16645
ROSINTL182_08746	COG_category	[R] General function prediction only		ROSINTL182_RS16655
ROSINTL182_08747	COG_category	[R] General function prediction only		ROSINTL182_RS16660
ROSINTL182_08749	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16670
ROSINTL182_08750	COG_category	[R] General function prediction only		ROSINTL182_RS16675
ROSINTL182_08751	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS16680
ROSINTL182_08753	COG_category	[K] Transcription		ROSINTL182_RS16685
ROSINTL182_08754	COG_category	[V] Defense mechanisms		ROSINTL182_RS16690
ROSINTL182_08755	COG_category	[V] Defense mechanisms		ROSINTL182_RS16695
ROSINTL182_08757	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS16705
ROSINTL182_08758	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS16710
ROSINTL182_08759	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS16715
ROSINTL182_08760	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS16720
ROSINTL182_08763	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS21365
ROSINTL182_08765	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS16740
ROSINTL182_08766	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS16750
ROSINTL182_08772	COG_category	[K] Transcription		ROSINTL182_RS16775
ROSINTL182_08775	COG_category	[V] Defense mechanisms		ROSINTL182_RS16795
ROSINTL182_08777	COG_category	[K] Transcription		ROSINTL182_RS16805
ROSINTL182_08777	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS16805
ROSINTL182_08792	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		ROSINTL182_RS16875
ROSINTL182_08803	COG_category	[R] General function prediction only		ROSINTL182_RS16930
ROSINTL182_08804	COG_category	[K] Transcription		ROSINTL182_RS16935
ROSINTL182_08805	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS16940
ROSINTL182_08808	COG_category	[K] Transcription		ROSINTL182_RS16950
ROSINTL182_08809	COG_category	[K] Transcription		ROSINTL182_RS16955
ROSINTL182_08811	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS16960
ROSINTL182_08815	COG_category	[K] Transcription		ROSINTL182_RS16975
ROSINTL182_08814	COG_category	[V] Defense mechanisms		ROSINTL182_RS16980
ROSINTL182_08821	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17005
ROSINTL182_08825	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17030
ROSINTL182_08827	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS17035
ROSINTL182_08828	COG_category	[S] Function unknown		ROSINTL182_RS17040
ROSINTL182_08831	COG_category	[Z] Cytoskeleton		ROSINTL182_RS17055
ROSINTL182_08832	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS17060
ROSINTL182_08833	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17065
ROSINTL182_08834	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17070
ROSINTL182_08835	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17075
ROSINTL182_08838	COG_category	[K] Transcription		ROSINTL182_RS17090
ROSINTL182_08838	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS17090
ROSINTL182_08839	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17095
ROSINTL182_08844	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS17120
ROSINTL182_08845	COG_category	[R] General function prediction only		ROSINTL182_RS17125
ROSINTL182_08846	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS17130
ROSINTL182_08846	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17130
ROSINTL182_08846	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS17130
ROSINTL182_08847	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS17135
ROSINTL182_08852	COG_category	[N] Cell motility		ROSINTL182_RS17150
ROSINTL182_08852	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17150
ROSINTL182_08853	COG_category	[N] Cell motility		ROSINTL182_RS17155
ROSINTL182_08853	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17155
ROSINTL182_08854	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17160
ROSINTL182_08855	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17165
ROSINTL182_08856	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17170
ROSINTL182_08857	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS17175
ROSINTL182_08857	COG_category	[R] General function prediction only		ROSINTL182_RS17175
ROSINTL182_08858	COG_category	[K] Transcription		ROSINTL182_RS17180
ROSINTL182_08859	COG_category	[M] Cell wall/membrane/envelope biogenesis		ROSINTL182_RS17185
ROSINTL182_08860	COG_category	[R] General function prediction only		ROSINTL182_RS17190
ROSINTL182_08870	COG_category	[K] Transcription		ROSINTL182_RS17235
ROSINTL182_08871	COG_category	[V] Defense mechanisms		ROSINTL182_RS17240
ROSINTL182_08872	COG_category	[V] Defense mechanisms		ROSINTL182_RS17245
ROSINTL182_08874	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS17250
ROSINTL182_08876	COG_category	[K] Transcription		ROSINTL182_RS17260
ROSINTL182_08881	COG_category	[K] Transcription		ROSINTL182_RS17280
ROSINTL182_08882	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17290
ROSINTL182_08885	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17300
ROSINTL182_08886	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17305
ROSINTL182_08887	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17310
ROSINTL182_08889	COG_category	[K] Transcription		ROSINTL182_RS17320
ROSINTL182_08894	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17340
ROSINTL182_08896	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS17350
ROSINTL182_08900	COG_category	[R] General function prediction only		ROSINTL182_RS17365
ROSINTL182_08904	COG_category	[M] Cell wall/membrane/envelope biogenesis		NA
ROSINTL182_08906	COG_category	[K] Transcription		ROSINTL182_RS17390
ROSINTL182_08906	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17390
ROSINTL182_08910	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17410
ROSINTL182_08913	COG_category	[R] General function prediction only		ROSINTL182_RS17425
ROSINTL182_08915	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17435
ROSINTL182_08916	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17440
ROSINTL182_08918	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS17445
ROSINTL182_08919	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17450
ROSINTL182_08920	COG_category	[K] Transcription		ROSINTL182_RS17455
ROSINTL182_08920	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17455
ROSINTL182_08921	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17460
ROSINTL182_08922	COG_category	[R] General function prediction only		ROSINTL182_RS17465
ROSINTL182_08923	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		ROSINTL182_RS17470
ROSINTL182_08923	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17470
ROSINTL182_08924	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		ROSINTL182_RS17475
ROSINTL182_08924	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17475
ROSINTL182_08925	COG_category	[V] Defense mechanisms		ROSINTL182_RS17480
ROSINTL182_08930	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		ROSINTL182_RS17505
ROSINTL182_08930	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17505
ROSINTL182_08935	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17525
ROSINTL182_08945	COG_category	[M] Cell wall/membrane/envelope biogenesis		ROSINTL182_RS17570
ROSINTL182_08947	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17580
ROSINTL182_08947	COG_category	[K] Transcription		ROSINTL182_RS17580
ROSINTL182_08953	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS17610
ROSINTL182_08959	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17635
ROSINTL182_08962	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17650
ROSINTL182_08965	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17660
ROSINTL182_08966	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17665
ROSINTL182_08968	COG_category	[K] Transcription		ROSINTL182_RS17670
ROSINTL182_08969	COG_category	[K] Transcription		ROSINTL182_RS17675
ROSINTL182_08977	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17720
ROSINTL182_08979	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS17730
ROSINTL182_08979	COG_category	[K] Transcription		ROSINTL182_RS17730
ROSINTL182_08980	COG_category	[R] General function prediction only		ROSINTL182_RS17735
ROSINTL182_08980	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS17735
ROSINTL182_08981	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS17740
ROSINTL182_08985	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17760
ROSINTL182_08988	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17770
ROSINTL182_08989	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17775
ROSINTL182_08992	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17790
ROSINTL182_08993	COG_category	[R] General function prediction only		ROSINTL182_RS17795
ROSINTL182_08994	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17800
ROSINTL182_08996	COG_category	[V] Defense mechanisms		ROSINTL182_RS17810
ROSINTL182_08996	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS17810
ROSINTL182_08999	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS17820
ROSINTL182_09000	COG_category	[R] General function prediction only		ROSINTL182_RS17825
ROSINTL182_09001	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS17830
ROSINTL182_09002	COG_category	[V] Defense mechanisms		ROSINTL182_RS17835
ROSINTL182_09003	COG_category	[K] Transcription		ROSINTL182_RS17840
ROSINTL182_09007	COG_category	[X] Mobilome: prophages, transposons		ROSINTL182_RS17860
ROSINTL182_09013	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		ROSINTL182_RS17890
ROSINTL182_09022	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS17935
ROSINTL182_09022	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS17935
ROSINTL182_09023	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS17940
ROSINTL182_09024	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS17945
ROSINTL182_09025	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		ROSINTL182_RS17950
ROSINTL182_09030	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17975
ROSINTL182_09033	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS17985
ROSINTL182_09037	COG_category	[S] Function unknown		ROSINTL182_RS18005
ROSINTL182_09038	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS18010
ROSINTL182_09040	COG_category	[S] Function unknown		ROSINTL182_RS18020
ROSINTL182_09041	COG_category	[K] Transcription		ROSINTL182_RS18025
ROSINTL182_09042	COG_category	[R] General function prediction only		ROSINTL182_RS18030
ROSINTL182_09045	COG_category	[P] Inorganic ion transport and metabolism		ROSINTL182_RS18045
ROSINTL182_09045	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS18045
ROSINTL182_09046	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS18050
ROSINTL182_09050	COG_category	[E] Amino acid transport and metabolism		NA
ROSINTL182_09052	COG_category	[K] Transcription		ROSINTL182_RS18070
ROSINTL182_09052	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS18070
ROSINTL182_09053	COG_category	[S] Function unknown		ROSINTL182_RS18075
ROSINTL182_09054	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18080
ROSINTL182_09055	COG_category	[K] Transcription		ROSINTL182_RS18085
ROSINTL182_09058	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18100
ROSINTL182_09059	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18105
ROSINTL182_09060	COG_category	[S] Function unknown		ROSINTL182_RS18110
ROSINTL182_09061	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18115
ROSINTL182_09062	COG_category	[K] Transcription		ROSINTL182_RS18120
ROSINTL182_09075	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18185
ROSINTL182_09076	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18190
ROSINTL182_09077	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS18195
ROSINTL182_09078	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18200
ROSINTL182_09079	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18205
ROSINTL182_09083	COG_category	[M] Cell wall/membrane/envelope biogenesis		ROSINTL182_RS18225
ROSINTL182_09085	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS18235
ROSINTL182_09086	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS18240
ROSINTL182_09092	COG_category	[F] Nucleotide transport and metabolism		NA
ROSINTL182_09094	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18270
ROSINTL182_09095	COG_category	[K] Transcription		ROSINTL182_RS18275
ROSINTL182_09098	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS18285
ROSINTL182_09109	COG_category	[R] General function prediction only		ROSINTL182_RS18335
ROSINTL182_09110	COG_category	[K] Transcription		ROSINTL182_RS18340
ROSINTL182_09113	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		ROSINTL182_RS18360
ROSINTL182_09116	COG_category	[K] Transcription		ROSINTL182_RS18370
ROSINTL182_09116	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS18370
ROSINTL182_09135	COG_category	[K] Transcription		ROSINTL182_RS18445
ROSINTL182_09135	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS18445
ROSINTL182_09146	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18480
ROSINTL182_09148	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18490
ROSINTL182_09152	COG_category	[R] General function prediction only		ROSINTL182_RS18505
ROSINTL182_09155	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18515
ROSINTL182_09174	COG_category	[K] Transcription		ROSINTL182_RS18600
ROSINTL182_09174	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS18600
ROSINTL182_09177	COG_category	[R] General function prediction only		ROSINTL182_RS18615
ROSINTL182_09183	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS18640
ROSINTL182_09184	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS18645
ROSINTL182_09185	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS18650
ROSINTL182_09186	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS18655
ROSINTL182_09187	COG_category	[H] Coenzyme transport and metabolism		ROSINTL182_RS18660
ROSINTL182_09193	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		ROSINTL182_RS18685
ROSINTL182_09204	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18725
ROSINTL182_09208	COG_category	[K] Transcription		NA
ROSINTL182_09219	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18795
ROSINTL182_09220	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18800
ROSINTL182_09225	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		ROSINTL182_RS18825
ROSINTL182_09256	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18930
ROSINTL182_09257	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18935
ROSINTL182_09258	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS18940
ROSINTL182_09260	COG_category	[V] Defense mechanisms		ROSINTL182_RS18950
ROSINTL182_09268	COG_category	[K] Transcription		ROSINTL182_RS18980
ROSINTL182_09269	COG_category	[K] Transcription		NA
ROSINTL182_09281	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS19045
ROSINTL182_09281	COG_category	[K] Transcription		ROSINTL182_RS19045
ROSINTL182_09288	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		ROSINTL182_RS19070
ROSINTL182_09290	COG_category	[I] Lipid transport and metabolism		ROSINTL182_RS19075
ROSINTL182_09291	COG_category	[O] Posttranslational modification, protein turnover, chaperones		ROSINTL182_RS19080
ROSINTL182_09293	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS19085
ROSINTL182_09295	COG_category	[K] Transcription		ROSINTL182_RS19090
ROSINTL182_09295	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS19090
ROSINTL182_09296	COG_category	[V] Defense mechanisms		ROSINTL182_RS19095
ROSINTL182_09297	COG_category	[M] Cell wall/membrane/envelope biogenesis		ROSINTL182_RS19100
ROSINTL182_09298	COG_category	[F] Nucleotide transport and metabolism		ROSINTL182_RS19105
ROSINTL182_09300	COG_category	[K] Transcription		ROSINTL182_RS19110
ROSINTL182_09302	COG_category	[R] General function prediction only		ROSINTL182_RS19120
ROSINTL182_09303	COG_category	[C] Energy production and conversion		ROSINTL182_RS19125
ROSINTL182_09304	COG_category	[K] Transcription		ROSINTL182_RS19130
ROSINTL182_09306	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS19135
ROSINTL182_09312	COG_category	[J] Translation, ribosomal structure and biogenesis		ROSINTL182_RS19165
ROSINTL182_09313	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS19170
ROSINTL182_09322	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS19210
ROSINTL182_09327	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS19230
ROSINTL182_09329	COG_category	[R] General function prediction only		ROSINTL182_RS19240
ROSINTL182_09338	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		ROSINTL182_RS19270
ROSINTL182_09340	COG_category	[L] Replication, recombination and repair		NA
ROSINTL182_09351	COG_category	[S] Function unknown		ROSINTL182_RS19315
ROSINTL182_09353	COG_category	[L] Replication, recombination and repair		ROSINTL182_RS19320
ROSINTL182_09355	COG_category	[E] Amino acid transport and metabolism		ROSINTL182_RS19330
ROSINTL182_09362	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS19360
ROSINTL182_09371	COG_category	[G] Carbohydrate transport and metabolism		ROSINTL182_RS19390
ROSINTL182_09372	COG_category	[K] Transcription		ROSINTL182_RS19395
ROSINTL182_09372	COG_category	[T] Signal transduction mechanisms		ROSINTL182_RS19395
ROSINTL182_09373	COG_category	[V] Defense mechanisms		ROSINTL182_RS19400
ROSINTL182_09374	COG_category	[V] Defense mechanisms		ROSINTL182_RS19405
ROSINTL182_09375	COG_category	[K] Transcription		ROSINTL182_RS19410
ROSINTL182_09376	COG_category	[R] General function prediction only		ROSINTL182_RS19415
